,author,title,description,url,urlToImage,publishedAt,content,source.name,category
1352,,Wales coach Wayne Pivac to report referee to World Rugby after controversial try - Stuff.co.nz,Wales plan formal complaint to World Rugby.,https://www.stuff.co.nz/sport/rugby/international/123543207/wales-coach-wayne-pivac-to-report-referee-to-world-rugby-after-controversial-try,https://resources.stuff.co.nz/content/dam/images/4/y/p/d/l/0/image.related.StuffLandscapeSixteenByNine.1420x800.21jyjr.png/1606601515304.jpg,2020-11-28T20:55:00Z,"Wales Kiwi coach Wayne Pivac plans to report French referee Ramon Poite to World Rugby after a controversial try to England in an Autumn Nations Cup match.
 Pivac was irate that Poite failed to act ",Stuff.co.nz,sports
1353,,"NFL’s most miserable team Detroit finally axes so-called mastermind coach Matt Patricia, plus GM - Fox Sports",The pure misery that is the story of the Detroit Lions continues.,https://www.foxsports.com.au/nfl/nfl-2020-news-matt-patricia-fired-detroit-lions-sack-coach-gm-bob-quinn-fired-most-miserable-nfl-team-playoff-failures/news-story/8f8957b430a2da68298afe57e360b5f2,https://cdn.newsapi.com.au/image/v1/68bb029673ba1c5bedb681d337c35a1a,2020-11-28T20:20:25Z,"The ailing NFL team sacked coach Matt Patricia and general manager Bob Quinn on Sunday morning (AEDT) in the midst of yet another failed season.
Patricia went 13-29 with a tie at the helm of the Lio",Fox Sports,sports
1354,Laurence Edmondson,"Ferrari engine idea would be 'beginning of the end' for F1, says Merc boss Wolff - ESPN Australia","Mercedes boss Toto Wolff says it would be the ""beginning of the end"" for Formula One if the series adopts Ferrari's suggestion to introduce a method of engine performance convergence from 2022 onwards.",https://www.espn.com.au/f1/story/_/id/30407447/ferrari-engine-idea-beginning-end-f1-says-merc-boss-wolff,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F1128%2Fr781920_1296x729_16%2D9.jpg,2020-11-28T20:04:23Z,"Mercedes boss Toto Wolff says it would be the ""beginning of the end"" for Formula One if the series adopts Ferrari's suggestion to introduce a method of engine performance convergence from 2022 onward",ESPN Australia,sports
1355,Leanne Wong,"Victoria's coronavirus lockdown rules end for some workers, but Melbourne CBD may be forever changed - ABC News","Melbourne offices will be allowed back to work on Monday — but after nine months of working from home, some businesses giving up their leases and traders that didn't make it through lockdown, the future of the CBD remains unclear.",https://www.abc.net.au/news/2020-11-29/covid-leaves-melbournes-cbd-offices-largely-empty/12923844,https://www.abc.net.au/cm/rimage/12931444-16x9-large.jpg?v=2,2020-11-28T19:01:00Z,"Melbourne offices will be allowed back to work on Monday but after nine months of working from home, the future of the CBD still remains unclear.
Key points:
<ul><li>Up to 25 per cent of workers wi",ABC News (AU),sports
1357,none,Crows unveil 2021 guernseys - Adelaide Crows,"Adelaide is celebrating its heritage with a new look guernsey, thanks to partner O'Neills",https://www.afc.com.au/news/838930/crows-unveil-2021-guernseys,https://resources.afc.com.au/photo-resources/2020/11/28/e95871a3-4094-4070-8b81-61fba6a33659/WEB_Guernsey_EDMv.jpg?width=1200&height=630,2020-11-28T09:30:00Z,"Adelaide is celebrating its heritage with a new look guernsey to be worn throughout Season 2021.
The design features the names of all players to have worn the Crows jumper over the past 30 seasons.",Afc.com.au,sports
1358,Nic Savage,Virat Kohli’s India fined 20 per cent of match fee for slow over rate - NEWS.com.au,Virat Kohli’s India fined 20 per cent of match fee for slow over rate,https://www.news.com.au/sport/cricket/virat-kohlis-india-fined-20-per-cent-of-match-fee-for-slow-over-rate/news-story/46b4997864e25d2736c05dbcb1b9ab5b,https://cdn.newsapi.com.au/image/v1/7b05ea0c4ffc049c20c6150529b0aeaa?width=1280,2020-11-28T09:27:56Z,The Indian cricket teams players have been fined 20 per cent of their match fee for a slow over rate during Fridays ODI at the SCG.Although teams are allocated three-and-a-half hours to complete 50 o,News.com.au,sports
1359,Nic Savage,Glenn Maxwell’s sheepish apology to India wicketkeeper KL Rahul - NEWS.com.au,Glenn Maxwell’s sheepish apology to India wicketkeeper KL Rahul,https://www.news.com.au/sport/cricket/glenn-maxwells-sheepish-apology-to-india-wicketkeeper-kl-rahul/news-story/feacc0cade647b2701fbcb28e2f3e872,https://cdn.newsapi.com.au/image/v1/d42a1beb41c6464250ee22013d86ba4e?width=1280,2020-11-28T09:09:10Z,"As Glenn Maxwell plundered sixes during his explosive cameo at the SCG on Friday, Indian wicketkeeper KL Rahul would have been seething from behind the stumps.Maxwell’s entertaining knock featured th",News.com.au,sports
1360,Ray Thomas,Rosehill: Team Hawkes continue Outrageous form in Festival Stakes - Racenet,Team Hawkes seem set to turn their sensational spring into a golden summer after Outrageous continued his brilliant form at Rosehill Gardens on Saturday.,https://www.racenet.com.au/news/rosehill-team-hawkes-continue-outrageous-form-in-the-festival-stakes-20201128,https://cdn.racenet.com.au/images/news/news_images/1280w/7c954fa137688f25b025b1d5add0868a.jpg,2020-11-28T08:52:24Z,"Team Hawkes seem set to turn their sensational spring into a golden summer after Outrageous continued his brilliant form at Rosehill Gardens on Saturday.
Outrageous maintained an unbeaten start to h",Racenet,sports
1361,Chris De Silva,'Unacceptable' slow over rates slammed after first ODI between Australia and India - Wide World of Sports,'An all-time low',https://wwos.nine.com.au/cricket/shane-warne-leads-criticism-of-slow-over-rates-in-australia-vs-india-first-odi/683e2491-467f-407d-ae27-c39286163aa7,https://imageresizer.static9.net.au/NKc9AqyVJ8EnAOYyKXUzPiij4VA=/0x0/https%3A%2F%2Fprod.static9.net.au%2Ffs%2F78a58051-4abb-4d1c-87d2-9e27238c6164,2020-11-28T08:09:58Z,"Shane Warne has led criticism of slow over rates in cricket after the first ODI between Australia and India ended almost an hour over its scheduled finish time.
The match was initially slated to wra",Nine,sports
1362,Gilbert Gardiner,The Valley: Grandview Avenue stuns trainer with win in Carlyon Stakes - Racenet,Warrnambool trainer Simon Ryan travelled to The Valley on Saturday happy to make up the numbers with Grandview Avenue in the Listed Carlyon Stakes (1000m).,https://www.racenet.com.au/news/grandview-avenue-stuns-trainer-simon-ryan-with-victory-in-carlyon-stakes-at-the-valley-20201128,https://cdn.racenet.com.au/images/news/news_images/1280w/a1b2f3810af835578778525681889c73.jpg,2020-11-28T07:55:58Z,"Warrnambool trainer Simon Ryan travelled to The Valley on Saturday happy to make up the numbers with Grandview Avenue in the Listed Carlyon Stakes (1000m).
The man and his home-bred sprinter, one of",Racenet,sports
1363,PerthNow,Diego Maradona death: Funeral workers fired for sharing coffin selfie - PerthNow,Three funeral workers have been fired for posing for photos alongside the body of soccer star Diego Maradona shortly before his funeral.,https://www.perthnow.com.au/sport/soccer/diego-maradona-death-funeral-workers-fired-for-sharing-coffin-selfie-ng-b881733952z,https://images.perthnow.com.au/publication/B881733952Z/1606542167844_GBD31T4AD.2-2.JPG?imwidth=1024,2020-11-28T05:40:00Z,"Three funeral workers have been fired for posing for photos alongside the body of soccer star Diego Maradona shortly before his funeral.
 The images distributed across social media created outrage, ",PerthNow,sports
1364,WWOS staff,"Luke Keary, Damien cook join committee of influential league figures to review rule change ahead of 2021 - Wide World of Sports",Stars join league's high-profile new committee,https://wwos.nine.com.au/nrl/nrl-innovation-committee-luke-keary-damien-cook-ricky-stuart/f53a7a0f-dd94-4e67-9d8d-0ccdcc195055,https://imageresizer.static9.net.au/uN1Fh7ayUnQ_24Ohl4dlfnvNQlA=/0x0/https%3A%2F%2Fprod.static9.net.au%2Ffs%2Fe2cf8ccc-3aba-4bca-a62d-24c25584b4cb,2020-11-28T04:53:37Z,Sydney Roosters star Luke Keary and Souths speedster Damien Cook will be two players who join a special NRL innovation committee aimed at reviewing a range of potential rule changes ahead of the 2021,Nine,sports
1365,AAP & Cricket Network,Big Bash League star tests positive for COVID-19 - cricket.com.au,Sandeep Lamichhane is expected to fly to Australia next month as planned to begin BBL stint after Christmas,https://www.cricket.com.au/news/sandeep-lamichhane-covid-19-positive-test-coronavirus-hobart-hurricanes-bbl-big-bash-league-nepal/2020-11-28,https://www.cricket.com.au/~/-/media/News/2020/11/28SandeepLamichhane2.ashx?w=1600,2020-11-28T04:51:48Z,"Star Hobart Hurricanes import Sandeep Lamichhane has revealed he has tested positive for COVID-19, less than two weeks before the start of the KFC BBL.
The Nepalese spinner isn't due to be available",cricket.com.au,sports
1366,,Warriors set to meet with NRL as players remain separated - Zero Tackle,"With one half of the team in Auckland and the other in Australia, the Warriors are hoping to resolve a disrupted off-season.",https://www.zerotackle.com/warriors-set-to-meet-with-nrl-as-players-remain-separated-news-85297/,https://static.zerotackle.com/wp-content/uploads/2020/07/30110006/GettyImages-1245877194.jpg,2020-11-28T04:47:15Z,New Zealand Warriors boss Cameron George is set to meet with the NRL to decide a location for two separated groups of Warriors players to train as Nathan Brown plans to introduce his seven recruits t,Zerotackle.com,sports
1367,Jon Pierik,Smith backs 'bright talent' Green to shine if named to replace injured Stoinis - Sydney Morning Herald,"With all-rounder Marcus Stoinis nursing a side strain, support is growing for boom youngster Cameron Green to make his ODI debut.",https://www.smh.com.au/sport/cricket/smith-backs-bright-talent-green-to-shine-if-named-to-replace-injured-stoinis-20201128-p56iqa.html,https://static.ffx.io/images/$zoom_0.5515625%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_0%2C$y_0/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/3320c0901aa13b436138bf1e02a0caa5b9f2d1eb,2020-11-28T04:37:00Z,"The Australians could also turn to fellow batting all-rounder Moises Henriques, bowling all-rounder Sean Abbott or spinning all-rounder Ashton Agar on a pitch that will be baked from a searing hot we",The Sydney Morning Herald,sports
1368,Riley Morgan,'Nearly crying': Story behind Maradona's meeting with Roger Federer - Yahoo Sport Australia,The story behind how Diego Maradona was 'nearly in tears' before he met tennis legend Roger Federer has been revealed.,https://au.sports.yahoo.com/story-behind-diego-maradona-meeting-roger-federer-041556754.html,https://s.yimg.com/os/creatr-uploaded-images/2020-11/862c0d70-312f-11eb-bcef-38ffdba221a2,2020-11-28T04:15:00Z,"Roger Federer (pictured left) and the late Diego Maradona (pictured right) attend the ATP World Tour Finals at O2 Arena on November 23, 2010 in London, England. (Getty Images)
The photographer behin",Yahoo Entertainment,sports
1369,Andrew McGlashan,India fined for slow over rate in first ODI | ESPNcricinfo.com - ESPNcricinfo,"The match ran an hour beyond its scheduled finish, and technically went past the SCG's lights curfew",https://www.espncricinfo.com/story/_/id/30403920/australia-vs-india-india-fined-slow-rate-first-odi,https://img1.hscicdn.com/image/upload/f_auto/esci/i/cricket/cricinfo/1240139_1296x729.jpg,2020-11-28T04:00:32Z,"India have been fined 20% of their match fee for their slow over rate during the first ODI in Sydney. The match ran an hour beyond the scheduled finish, and techically went past the SCG's curfew limi",ESPN Cric Info,sports
1370,,WATCH: Insane ending to dramatic English Super League Grand Final - Zero Tackle,An ending that rivals the 2015 NRL Grand Final finish.,https://www.zerotackle.com/watch-insane-ending-to-dramatic-english-super-league-grand-final-news-85294/,https://static.zerotackle.com/wp-content/uploads/2020/11/28144625/mM5qRtXpU5lpnXzK.jpg,2020-11-28T03:47:14Z,"St Helens have won their second consecutive English Super League premiership in a last-second win over Wigan that was full of drama and controversy.
The Merseyside club led h 2-0 for a majority of t",Zerotackle.com,sports
1371,,How will a key Philadelphia 76ers offseason move impact Ben Simmons? - Sporting News AU,"With major changes on and off the court, it will be a new look Philadelphia 76ers team in 2021. How will the changes impact Ben Simmons?",https://www.sportingnews.com/au/nba/news/how-will-a-key-philadelphia-76ers-offseason-move-impact-ben-simmons/1lqnk0yguhk2t14vzhyqrbure7,https://images.daznservices.com/di/library/NBA_Global_CMS_image_storage/f5/f2/ben-simmons_wns04toojo4119813iz68i392.jpeg?t=-750866381&quality=100,2020-11-28T03:08:37Z,"With Ben Simmons and Joel Embiid as the franchise cornerstones, the Philadelphia 76ers have long been the sleeping giant in the Eastern Conference.
Outside of the two superstars, the Sixers roster h",Sporting News,sports
1372,Chris De Silva,Furious list manager worried AFL will create '18 Collingwoods' due to salary cap mandate - Wide World of Sports,'We will have 18 Collingwoods next year',https://wwos.nine.com.au/afl/afl-list-manager-warns-there-could-be-18-collingwoods-salary-cap-problems/6d0b5acd-a2c7-4034-9c94-142a36adcb33,https://imageresizer.static9.net.au/nANKQzqleddabUrScxFuWtXKTO4=/0x0/https%3A%2F%2Fprod.static9.net.au%2Ffs%2F09ca8ed3-e12d-4a66-a84f-eef977f37614,2020-11-28T02:47:38Z,"An anonymous list manager says the league could have ""18 Collingwoods"" next year after the AFL advised clubs to back-end contracts to deal with salary cap cuts in 2021.
After Collingwood was ravaged",Nine,sports
1373,,"Seventh Pakistan cricketer tests positive, BBL star reveals he has COVID-19 - Sydney Morning Herald","A seventh member of the Pakistan team in NZ has tested positive, while Hobart Hurricanes import Sandeep Lamichhane has revealed he has coronavirus less than two weeks before the Big Bash League begins.",https://www.smh.com.au/sport/cricket/seventh-pakistan-cricketer-tests-positive-bbl-star-reveals-he-has-covid-19-20201128-p56ire.html,https://static.ffx.io/images/$zoom_1.2080447929934734%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_458%2C$y_819/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/19939b2994fd573190ab2befb34a7687f2a0c0ea,2020-11-28T02:34:00Z,"People who test positive while in isolation can be held beyond the usual 14-day period.
The Pakistan team has already received a final warning from the health ministry after players breached protoco",The Sydney Morning Herald,sports
1374,,"NFL closing team facilities Monday and Tuesday amid coronavirus spike, holiday guests - ESPN Australia","The NFL is closing team facilities to in-person activities Monday and Tuesday, with exceptions for teams playing games and essential medical treatment and rehab.",https://www.espn.com.au/nfl/story/_/id/30403539/nfl-closing-team-facilities-monday-tuesday-amid-coronavirus-spike-holiday-guests,https://a3.espncdn.com/combiner/i?img=%2Fphoto%2F2017%2F0925%2Fr263531_1296x729_16%2D9.jpg,2020-11-28T02:27:11Z,"Team facilities will be closed to all in-person activities Monday and Tuesday, the NFL said Friday in a leaguewide memo.
The ban does not apply to teams scheduled to play on Monday or Tuesday.
The ",ESPN Australia,sports
1375,,Why Chelsea are ‘in the equation’ for Messi; Arteta’s transfer demand to Arsenal chiefs: Rumour Mill - Fox Sports,Manchester City are in the mix for Lionel Messi but Chelsea are also ‘definitely in the equation’ and there is a reason they could afford it.,https://www.foxsports.com.au/tball/premier-league/epl-2020-premier-league-news-transfer-window-rumours-lionel-messi-to-chelsea-isco-to-arsenal-manchester-city-sergio-aguera/news-story/dd41172cfb259f7298e875ac4f32809e,https://cdn.newsapi.com.au/image/v1/d0dfe1569bfb9536d49354822d5a8164,2020-11-28T01:52:30Z,"Arsenals Mikel Arteta has also made a transfer request to reunite with a former player while Pep Guardiola is happy to wait for Sergio Aguera.
Read on for all the latest transfer rumours and news up",Fox Sports,sports
1376,Riley Morgan,Sam Newman marries partner in intimate ceremony - Yahoo Sport Australia,Controversial former AFL player Sam Newman has tied the knot for the fourth time after marrying his long-term partner in a close-knit ceremony.,https://au.sports.yahoo.com/afl-sam-newman-marries-partner-intimate-ceremony-211403299.html,https://s.yimg.com/os/creatr-uploaded-images/2020-11/cd4ace30-30f3-11eb-b6b3-b2fcaec4d5ac,2020-11-27T23:55:47Z,"ILA achieves 46% year-over-year Revenue growth for the nine months ended September 30, 2020TORONTO, Nov. 27, 2020 (GLOBE NEWSWIRE) -- iLOOKABOUT Corp. (TSXV:ILA) (ILA or the Company) today announced ",Yahoo Entertainment,sports
1377,Racenet,All the tips to make your Saturday profitable - Racenet,Racenet's One Stop Shop gives you all the selections from our expert tipsters in the one place.,https://www.racenet.com.au/news/all-the-tips-to-make-your-saturday-profitable-20201128,https://cdn.racenet.com.au/images/news/news_images/1004w/new-one-stop-shop.jpg,2020-11-27T22:21:20Z,"Racenet's One Stop Shop gives you all the selections from our expert tipsters in the one place.
Should you want to read more simply click on their name for a more in-depth analysis.
CLINTON PAYNE –",Racenet,sports
1378,Lewis Oldham,Crystal Palace 0-2 Newcastle United: The Magpies strike twice late on - Football News - - Football365.com,Football News - - Wilson and Joelinton both scored late on to secure Newcastle the points at Selhurst Park...,https://www.tball365.com/news/crystal-palace-0-2-newcastle-united-the-magpies-strike-late-on,https://d2x51gyc4ptf2q.cloudfront.net/content/uploads/2020/11/27215537/Joelinton-Newcastle.jpg,2020-11-27T22:15:14Z,"Callum Wilson and Joelinton struck in the last few minutes for Newcastle United to snatch them all three points against Crystal Palace.
A drab Premier League contest seemed destined to finish goalle",Football365.com,sports
1379,Nick Pietruszkiewicz,What happened in Charles Barkley/Phil Mickelson vs. Stephen Curry/Peyton Manning golf match - ESPN Australia,Charles Barkley showed off a smooth swing as he and Phil Mickelson coasted to an easier-than-expected win over Stephen  Curry and Peyton Manning.,https://www.espn.com.au/golf/story/_/id/30393505/happening-charles-barkley-phil-mickelson-vs-steph-curry-peyton-manning,https://a4.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F1128%2Fr781686_1296x729_16%2D9.jpg,2020-11-27T19:42:53Z,"NBA Hall of Famer Charles Barkley kept saying he put in the work. That he had practiced. That his golf game, long ridiculed because his swing was disastrously bad, had gotten much better and that he ",ESPN Australia,sports
1380,,NRL: Kalyn Ponga gaffe reveals major development on Newcastle Captain Mitchell Pearce’s future - Sporting News AU,Kalyn Ponga has prematurely revealed Newcastle Knights captain Mitchell Pearce has re-signed with the club.,https://www.sportingnews.com/au/league/news/nrl-kalyn-ponga-gaffe-reveals-major-development-on-newcastle-captain-mitchell-pearces-future/1kum1g4xg7erc1c5a3y6rzm7m7,https://images.daznservices.com/di/library/sportal_com_au/d3/64/kalyn-ponga-and-mitchell-pearce_vl225wdkpf2417fvxvziu3mfj.jpg?t=238151670&quality=100,2020-11-27T17:21:00Z,"Kalyn Ponga has prematurely revealed Newcastle Knights captain Mitchell Pearce has re-signed with the club.
Pearces future has been the source of speculation in recent weeks amid rumours the veteran",Sporting News,sports
1381,Adam Cooper,"Sainz set to test 2018 F1 car but Ricciardo, Vettel will have to wait - Autosport",Ferrari Formula 1 boss Mattia Binotto has confirmed that the team plans to give new driver Carlos Sainz Jr some mileage in a 2018 car early next year,https://www.autosport.com/f1/news/153790/sainz-set-to-test-2018-car-but-ricciardo-vettel-wont,https://d2d0b2rxqzh1q5.cloudfront.net/sv/2.183/dir/278/image/2784b711e1705a2c708c0b84edc8d76c.jpg,2020-11-27T15:47:25Z,"Ferrari Formula 1 boss Mattia Binotto has confirmed that the team plans to give new driver Carlos Sainz Jr some mileage in a 2018 car early next year.
However, neither Daniel Ricciardo nor Sebastian",autosport.com,sports
1382,,"4,6,6 brings up Pandya fifty - Fox Sports","Cricket: Hardik Pandya brought up his half century in the most spectacular of ways... four, six, six!",https://www.foxsports.com.au/video/cricket/australia/466-brings-up-pandya-fifty!791296,https://www.foxsports.com.au/pmd/images/2020/11/27/791301_640x360_large_play_20201127213359.jpg,2020-11-27T10:34:59Z,"1,wd,0,1,wd,wd4,wd,1,nb4,4,0
2:10",Fox Sports,sports
1383,Sam Phillips,'We're not buying in': Cane won't let All Blacks rise to Pumas' bait - Sydney Morning Herald,The All Blacks were slammed for their ill-discipline in the last start loss to Argentina. Skipper Sam Cane will be having none of that tomorrow night.,https://www.smh.com.au/sport/rugby-union/we-re-not-buying-in-cane-won-t-let-all-blacks-rise-to-pumas-bait-20201127-p56imu.html,https://static.ffx.io/images/$zoom_0.3713%2C$multiply_0.7554%2C$ratio_1.777778%2C$width_1059%2C$x_0%2C$y_27/t_crop_custom/q_86%2Cf_auto/t_smh_no_label_no_age_social_wm/8a8c64c97e40ee11e11d6389f5ee6edd8cabeb1e,2020-11-27T08:45:00Z,"""It's a funny one, hey. You penalise the retaliation but what was the reason for retaliation?"" Cane queried. ""I'm not going to chat about what they're going to do but I will say that we have absolute",The Sydney Morning Herald,sports
1384,Australian Associated Press,"Jarryd Hayne tells court he knew alleged victim didn't want sex, but he wanted to 'please her' - The Guardian","Former NRL star, on trial for sexual assault, says that he performed oral sex on the woman but did not bite her",https://www.theguardian.com/australia-news/2020/nov/27/jarryd-hayne-tells-court-he-knew-alleged-victim-didnt-want-sex-but-he-wanted-to-please-her,https://i.guim.co.uk/img/media/a277dc558c66854a046870d5ad27a0655b8043a2/0_145_3828_2297/master/3828.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=d052f9092cd8d3c0e6b4052d492f63a6,2020-11-27T08:04:00Z,"Former NRL star Jarryd Hayne has told a jury he knew a woman didnt want to have sex with him in her bedroom but he wanted to please her.
Giving evidence in his defence during his rape trial in Newca",The Guardian,sports
1385,Sam Worthington,'Oddest pitch invasion ever' kicks-off first Australia vs India ODI - Wide World of Sports,Warner fuming as security lumber toward protestors,https://wwos.nine.com.au/cricket/australia-vs-india-odi-pitch-invader-protest/59c26c8b-c95c-4da7-9ccd-07e7be7b33ad,https://imageresizer.static9.net.au/KzjlE-NT2bbi6Uq23QHYG6SrKwQ=/0x0/https%3A%2F%2Fprod.static9.net.au%2Ffs%2F9d8830ad-eee0-4161-8962-d23b75ad6a8a,2020-11-27T07:57:58Z,"Australia batsman David Warner was left bemused as security failed to stop two pitch invaders at the SCG during the first ODI against India.
One man wandered onto the field after the sixth over of A",Nine,sports
1386,"Anthony Colangelo, Sam Phillips, Scott Spits",Tennis stars secure permission to practice in quarantine ahead of Australian Open - The Age,"With the first grand slam of the year most likely to begin a couple weeks late on February 1, players will be able to arrive in Australia at the end of the first week of 2021 and train while separated from the community.",https://www.theage.com.au/sport/tennis/tennis-stars-secure-permission-to-practise-in-quarantine-ahead-of-australian-open-20201127-p56imy.html,https://static.ffx.io/images/$zoom_0.4539888910843267%2C$multiply_0.7554%2C$ratio_1.776846%2C$width_1059%2C$x_1160%2C$y_173/t_crop_custom/q_86%2Cf_auto/t_theage_no_label_no_age_social_wm/42179e448d9f94aa4e636b3c84264ad1ba153450,2020-11-27T06:21:00Z,"""We are self-isolating ourselves and hopefully will be healthy soon,"" he wrote on Twitter.
Several other men's professionals have tested positive to COVID-19 this year.
One source with knowledge of",The Age,sports
1387,,NRL legend Johns drops in on Wallabies while Cleary pops up for Pumas as Tri Nations heats up - Rugby.com.au,"Less than a week after being held tryless against the Pumas, Andrew Johns - arguably the greatest rugby league playmaker of the modern game - has appeared at Wallabies training ahead of their final Test of the year on December 5.",https://www.rugby.com.au/news/2020/11/27/nrl-great-andrew-johns-drops-in-on-wallabies-ahead-of-tri-nations-finale-pumas-2020,http://rugby.com.au/-/media/hi_1000x667_grey_larger_border_/201127-johns/201127-joey-and-cleary.jpg,2020-11-27T04:51:51Z,"Less than a week after being held tryless against the Pumas, Andrew Johns - arguably the greatest rugby league playmaker of the modern game - has appeared at Wallabies training ahead of their final T",Rugby.com.au,sports
1388,Guardian staff reporter,Pakistan cricketers' behaviour 'significantly' better since Covid breach in New Zealand - The Guardian,The Pakistan cricket team’s behaviour in their bio-secure facility in Christchurch had ‘significantly improved’ since they had been warned about breaching Covid-19 protocols,https://amp.theguardian.comsport/2020/nov/27/pakistan-cricketers-behaviour-significantly-better-since-covid-breach-in-new-zealand,https://i.guim.co.uk/img/media/85131728c797ff8a386ea78ea6dfa74ec03b1adb/0_363_4102_2462/master/4102.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=7c073dc4aab281f3d2d14cd726c0a234,2020-11-27T04:07:00Z,"The Pakistan cricket teams behaviour in their bio-secure facility in Christchurch had significantly improved on Friday, just 24 hours after the tourists had been warned about breaching Covid-19 proto",Theguardian.comsport,sports
1389,Jack Needham,Sydney to get 'surf lodge' 75 kilometres from the coast at Wisemans Ferry - Commercial Real Estate News,"For those looking to surf but don't want to travel to the beach, a new 'surf lodge' will open in Wisemans Ferry on the banks of the Hawkebury River.",https://www.commercialrealestate.com.au/news/sydney-to-get-surf-lodge-75-kilometres-from-the-coast-at-wisemans-ferry-1010184/,"https://res.akamaized.net/domain/image/upload/t_web/c_fill,w_1200/v1606445587/surfpark-Wisemansferry_uznpdo.jpg",2020-11-27T04:01:00Z,"Sydney is set to host a new surf resort miles from the nearest beach.
Wisemans Ferry Surf Lodge will be built in the sleepy village of Wisemans Ferry on the banks of the Hawksebury River, about 75 k",Commercial Real Estate News,sports
1390,,"Mike Tyson vs. Roy Jones Jr.: When is it, how to watch in Australia, how many rounds - Sporting News AU",Everything you need to know about Mike Tyson's exhibition bout with Roy Jones Jr.,https://www.sportingnews.com/au/boxing/news/mike-tyson-roy-jones-jnr-fight-date-time-broadcast-information/1dp9hqoiwo00d1f8i0md54ua21,https://images.daznservices.com/di/library/sportal_com_au/6e/25/tyson-vs-jones_8hfma074umbv1ebw5jg9mjn0f.jpg?t=-318087003&quality=100,2020-11-22T00:23:03Z,"Iron Mike is back.
More than 15 years after he last stepped into a ring, one of boxing's most feared competitors is returning to face another all-time great in Roy Jones Jr.
While it's not a full-f",Sporting News,sports
1391,By Dan Heching For Dailymail.com,Christie Brinkley shares a heartwarming video documenting her 'favorite holiday' Thanksgiving - Daily Mail,"The supermodel, 66, made sure to include her two daughters Sailor Lee Brinkley Cook, 22, and Alexa Ray Joel, 34, in her Thanksgiving Instagram video on Friday.",https://www.dailymail.co.uk/tvshowbiz/article-8997539/Christie-Brinkley-shares-heartwarming-video-documenting-favorite-holiday-Thanksgiving.html,https://i.dailymail.co.uk/1s/2020/11/29/03/36218314-0-image-a-109_1606619806303.jpg,2020-11-29T03:33:00Z,"She's a proud mother-of-three who proclaims that Thanksgiving is probably her 'favorite holiday.'
And Christie Brinkley walked the talk on Friday, when she posted a heartwarming and charming video t",Daily Mail,technology
1392,,Review: Belkin AUF001 - BOOST↑CHARGE 10W Wireless Charging Stand and Speaker - GadgetGuy,"The Belkin AUF001 - BOOST↑CHARGE 10W Wireless Charging Stand and Speaker - is a natty all-in-one Qi 10W wireless charger, mini-BT speaker and mic for The Belkin AUF001 BOOST↑CHARGE 10W Qi charger and BT speaker/mic is a natty all-in-onedevice for desktop or b…",https://www.gadgetguy.com.au/product/belkin-auf001/,https://gadgetguy-assets.s3.ap-southeast-2.amazonaws.com/wordpress/wp-content/uploads/2020/11/29140541/Bellin-AUF-header.jpg,2020-11-29T03:06:48Z,"Belkin AUF001 - BOOSTCHARGE 10W Wireless Charging Stand and Speaker
The Belkin AUF001 – BOOSTCHARGE 10W Wireless Charging Stand and Speaker – is a natty all-in-one Qi 10W wireless charger, mini-BT s",Gadgetguy.com.au,technology
1393,By Deirdre Simonds For Dailymail.com,Kaia Gerber cuddles up to her rescue pup as she lounges by the pool in an olive green bikini - Daily Mail,"The supermodel, who has fostered a number of dogs amid the COVID-19 pandemic, formally announced the adoption of her sunglasses-clad pooch in July.",https://www.dailymail.co.uk/tvshowbiz/article-8997289/Kaia-Gerber-cuddles-rescue-pup-lounges-pool-olive-green-bikini.html,https://i.dailymail.co.uk/1s/2020/11/28/23/36215596-0-image-a-8_1606607778261.jpg,2020-11-29T01:07:00Z,"Kaia Gerber looked enamored with the latest addition to her pet collection, as she cuddled up to her rescue puppy by the pool in Los Angeles on Saturday afternoon. 
The 19-year-old supermodel, who h",Daily Mail,technology
